",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30"
"253,yejinn_96,숙취차단제,술스타그램,숙취해소,숙취,캐칭환,알콜스타그램,,,,,,,,,,,,,,,,,,,,,,,,"
"254,y_seooo_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"255,eunjung.hahm,건대입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"256,cockokonii,바오쯔,육아맘,건대입구맛집,아들맘,남편,부부,부부스타그램,럽스타그램,건대입구,데이트,,,,,,,,,,,,,,,,,,,,"
"257,dur_sla.a,일상샷,사가정,셀피그램,일상,일상그램,셀스타그램,셀카,팔로우,건대입구,출근,건대,셀피,휴무,소통,월요일,좋아요,휴무끝,일상스타그램,,,,,,,,,,,,"
"258,d_dxxii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"259,firstlee.woo_sun,데일리,건대,소통,셀카,selfie,카페온더플랜,follow,셀피,셀스타그램,건대입구,과제,일상,뷰티크리에이터,,,,,,,,,,,,,,,,,"
"260,ryu_522,나만알고싶은맛집,건대핫플,건대데이트,건대데이트코스,건대맛집,건대맛집추천,1992잔나비술집,건대입구,건대입구역,1992잔나비,단골매장,건대술집,건대입구맛집,건대입구역맛집,,,,,,,,,,,,,,,,"
"261,faceclub_11_4,헌팅,플렉스,헌팅술집,콘서트,건대,훈남,행사,오늘의훈녀,이벤트,건대술집,축제,건대맛집,놀기,공연스타그램,건대핫플,축제스타그램,건대입구,훈녀,건대카페,페이스,힐링장소,오늘의훈남,공연,,,,,,,"
"262,faceclub_11_4,건대술집,콘서트,건대맛집,훈남,페이스,플렉스,훈녀,축제스타그램,축제,행사,오늘의훈남,이벤트,건대입구,놀기,헌팅,공연,건대핫플,헌팅술집,건대카페,오늘의훈녀,힐링장소,공연스타그램,건대,,,,,,,"
"263,clubface___1,오늘의훈녀,헌팅술집,페이스,건대입구,축제,훈녀,공연,힐링장소,공연스타그램,건대,헌팅,콘서트,행사,건대술집,건대핫플,플렉스,훈남,놀기,건대맛집,이벤트,축제스타그램,오늘의훈남,건대카페,,,,,,,"
"264,semi_yujin,껍데기,먹스타그램,퇴근후,하교후,럽스타그램,데이트,건대,고기,건대입구,직장인,인계동껍데기,대학생,건대데이트,,,,,,,,,,,,,,,,,"
"265,goodprize1104,유도부,스타벅스,갑자기,토피넛라떼,만남,건대입구,산악부,건국대,유도,,,,,,,,,,,,,,,,,,,,,"
"266,Null,기먼준,건대입구,일상,장우새끼,데일리,,,,,,,,,,,,,,,,,,,,,,,,,"
"267,happy_onehmday,망원동,컵홀더이벤트,건대입구,건대카페,냥토피아,onehm,happy_onehmday,노라조_원흠생일,노라조,망원카페,ourplanet,ノラジョ,norazo,원흠,샤워,컵홀더,아워플래닛,생일이벤트,,,,,,,,,,,,"
"268,cy._.bin_,좋아요반사,선팔,남포동,대전,instadaily,좋반,강남,선팔하면맞팔,lfl,likeforlike,서면맛집,홍대,마창진,맞팔,신림,instalike,압구정,이태원,동성로맛집,해방촌,전포카페거리,가로수길,청담,신사,아이폰,부산맛집,일산,경리단길,건대입구,"
"269,h_jung85 on Instagra,양장피,먹으면서도,에효,건대입구,위한,5천원의행복,개꿀,중국집,걱정,치고들어오는,마케팅,맛과,그릇에담아,똑같음,대기업,역시,gs더프레시,혼족,서민식당,코가뻥뚫림,,,,,,,,,,"
"270,u_j1nnn,쓰는거,신용재,00,천호,좋아요,단발병,셀,딘,365일,이름,서울,진행중,단발,엠씨더맥스,셀카,셀스타그램,아이유,폴킴,겨울,건대입구,가수,코노,다이어트,instagram,송하예,양다일,01,노래방,아라가,시킴"
"271,xxcharmed_xx,건대,건대입구,자양동,얼스타그램,불금,selfie,요정,다은시랑,수정다은,금요일은,셀카,,,,,,,,,,,,,,,,,,,"
"272,mmmmmin_jiiiiiii,사랑중??,커플사진,연애중,투썸플레이스,럽스타그램,건국대,장수커플,데이트,티라미수,커플스타그램,아이스아메리카노,건대입구,행복,,,,,,,,,,,,,,,,,"
"273,12345674v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"274,s__yeon_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"275,s._.0_0,일산,신사맛집,삼산동,압구정,대구,건대입구,강남,홍대맛집,해방촌,동성로,청담,달맞이길,홍대,울산,가로수길,셀스타그램,신사,서면맛집,경리단길,가로수길맛집,이태원맛집,서면,fff,이태원,lfl,청담맛집,부산,신림,남포동,"
"276,doggylife_sulbbangs,도그스타그램,강아지,개스타그램,술빵스,건대애견동반술집,댕댕이,멍스타그램,맛집,광진구,애견,강사모,애견동반술집,건대술집,데이트코스,데일리,김가루,애견동반,럽스타그램,건대,건대애견동반,건대입구,애견카페,daily,애견술집,건대맛집,반려견,애견포차,첫줄,견생술집,"
"277,yeonghyeon_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"278,06.xx_,부평,동성로맛집,선팔하면맞팔,이태원맛집,남포동,해운대,전포카페거리,신사맛집,서면맛집,일상,가로수길맛집,ootd,서울,오오티디,건대입구,맞팔,선팔맞팔,홍대,부산맛집,좋아요반사,좋반,맛집,좋아요,혁신도시,청담맛집,홍대맛집,서면,신사,강남,"
"279,y__ju01,동성로맛집,경리단길,신사맛집,혁신도시,이태원,삼산동,대전,해방촌,전주,전포카페거리,남포동,청담,서면맛집,홍대,압구정,신사,강남,서면,달맞이길,객리단길,홍대맛집,이태원맛집,청담맛집,가로수길맛집,일산,건대입구,신림,우사단길,부산맛집,"
"280,eunji_6__,남포동,팔로잉,이태원맛집,이태원,청담맛집,해방촌,경리단길,instadaily,맞팔,압구정,팔로우,홍대,강남,선팔하면맞팔,대전,신림,일산,부산,홍대맛집,신사,서면,좋반,동성로,선팔,건대입구,가로수길맛집,좋아요반사,청담,,"
"281,s.__.bin_e,fashion,대학생,aesthetic,홍대입구,하트테러,가로수길,이태원맛집,인친,likeforlikes,fff,dailylook,소통,강남맛집,ootd,피드,망리단길,좋아요반사,피드채우기,연남동,팔로우,좋아요,선팔,일상,신사역,서울,건대입구,follow4like,맞팔,첫줄반사,부산카페"
"282,jjeongi__kim on Inst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"283,yooonnnn,홍대,가로수길,청담동,술스타그램,노원,양산,이태원,followforfollowback,dailylook,inspiration,ootd,뷰티,l4l,기장카페,미용인,일상스타그램,건대입구,f4f,followme,instagood,instadaily,소통,선팔하면맞팔,스물,동성로,좋아요반사,첫줄반사,likeforlikes,여행,광안리"
"284,gagyoung_,동백꽃필무렵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"285,01.0i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"286,groomer_ek,뚝섬유원지,애견호텔,doggroomer,시츄,poodle,애견미용,건대입구,하이바,스파,풀코트,bichonfrise,광진구,grooming,가위컷,포메,애견미용잘하는곳,애견미용실,광진구애견미용,자양동,김언니펫살롱,자양동애견미용,maltese,애견샵,비숑미용,미용맛집,doggrooming,강아지미용,푸들,비숑,건대애견미용"
"287,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"288,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"289,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"290,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"291,kyongjin88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"292,Null,카페아르무아,건대,19,건대맛집,20,고3,아르무아,ㅇㅅ,롤링파스타,카페,건대입구,,,,,,,,,,,,,,,,,,,"
"293,s_y04_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"294,16_sun_mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"295,jungheelim92,건대입구역,중국요리,먹스타그램,술스타그램,맥주,맥주스타그램,도삭면,건대,소룡포,볶음밥,건대맛집,건대입구,송화산시도삭면,가지튀김,,,,,,,,,,,,,,,,"
"296,bluemoon_konkuk,데일리룩,불곰,패피,유니섹스,건대의류,쇼핑,f4f,블루문앤코건대,소통,데일리,옷맛집,남자옷맛집,블루문앤코,팔로우,남자옷코디,패션,건대옷가게,옷스타그램,건대,건대입구,건대남자옷가게,블루문앤코_건대점,오오티디,맞팔,,,,,,"
"297,pohang_xtcpub,가로수길,부산,보문,포항클럽,구미,광안리,영일대,상무지구,xtcpub,건대입구,campmujuk,불금,홍대,대구,영일대칵테일,경주,동성로,pohang,논현,해운대,영일대해수욕장,포항데이트,이태원,포항핫플레이스,삼산,thuglife,울산,포항,cocktail,영일대술집"
"298,yym_jhd,모델급구,급구,왁싱모델,브라질리언모델,일요일,열두시,브라질리언왁싱,건대입구,,,,,,,,,,,,,,,,,,,,,,"
"299,la_luvelle on Instag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"300,29rpm_ on Instagram:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"301,zz.___.in,맛있오,일상,다음은,뜨끈한국물,건대,건대입구,훠궈,건대맛집,훠궈무한리필,먹스타그램,토마토탕,백탕,jmt,맨날먹으러다님,또먹자,홍탕,추운날,??,마라탕도전,,,,,,,,,,,"
"302,__jeoong_,오랜만이야,동네,또보자,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"303,Null,퇴근길,스낵카일,건대입구,편안,3인분가능,f4f,먹방인플루언서,삼최몇,フォロ?,다구워주심,건대맛집,저녁뭐먹지,インスタ映え,likeforlikes,lfl,삼겹살,いいね返し,like4likes,food,출근길,영하9도,いいね,ootd,하남돼지집,추워,フォロバ,아침,,,"
"304,yejinn_96,술스타그램,캐칭환,숙취차단제,숙취해소,알콜스타그램,숙취,,,,,,,,,,,,,,,,,,,,,,,,"
"305,y_seooo_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"306,eunjung.hahm,건대입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"307,cockokonii,데이트,남편,건대입구맛집,바오쯔,부부스타그램,아들맘,육아맘,부부,건대입구,럽스타그램,,,,,,,,,,,,,,,,,,,,"
"308,dur_sla.a,팔로우,소통,사가정,좋아요,셀스타그램,일상스타그램,건대입구,일상,셀피그램,건대,셀카,휴무끝,월요일,휴무,일상샷,출근,셀피,일상그램,,,,,,,,,,,,"
"309,d_dxxii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"310,firstlee.woo_sun,과제,데일리,셀피,카페온더플랜,일상,뷰티크리에이터,셀카,건대입구,소통,follow,건대,셀스타그램,selfie,,,,,,,,,,,,,,,,,"
"311,ryu_522,건대입구역,건대술집,1992잔나비술집,건대입구역맛집,건대입구맛집,건대데이트,나만알고싶은맛집,1992잔나비,건대데이트코스,건대핫플,건대입구,단골매장,건대맛집추천,건대맛집,,,,,,,,,,,,,,,,"
"312,12345674v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"313,s__yeon_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"314,s._.0_0,셀스타그램,대구,부산,lfl,해방촌,가로수길,홍대,삼산동,일산,이태원맛집,서면맛집,청담,경리단길,가로수길맛집,달맞이길,서면,신림,건대입구,울산,청담맛집,남포동,fff,압구정,신사맛집,이태원,홍대맛집,신사,동성로,강남,"
"315,doggylife_sulbbangs,애견,애견포차,반려견,건대술집,건대,애견동반,견생술집,광진구,강사모,데일리,건대맛집,첫줄,개스타그램,daily,강아지,애견카페,애견동반술집,김가루,맛집,술빵스,데이트코스,럽스타그램,건대입구,애견술집,도그스타그램,멍스타그램,건대애견동반,건대애견동반술집,댕댕이,"
"316,yeonghyeon_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"317,06.xx_,일상,선팔하면맞팔,청담맛집,ootd,부평,건대입구,오오티디,해운대,서면맛집,신사,강남,서면,맞팔,좋아요반사,가로수길맛집,혁신도시,좋아요,부산맛집,남포동,동성로맛집,이태원맛집,좋반,선팔맞팔,맛집,홍대,신사맛집,홍대맛집,전포카페거리,서울,"
"318,y__ju01,청담맛집,객리단길,혁신도시,신사맛집,이태원,신사,부산맛집,대전,삼산동,홍대맛집,이태원맛집,청담,달맞이길,동성로맛집,홍대,서면맛집,경리단길,압구정,신림,서면,남포동,해방촌,가로수길맛집,우사단길,전주,일산,건대입구,강남,전포카페거리,"
"319,eunji_6__,동성로,선팔,좋아요반사,이태원,맞팔,선팔하면맞팔,홍대맛집,가로수길맛집,일산,부산,서면,좋반,해방촌,청담,홍대,신사,압구정,건대입구,팔로잉,instadaily,이태원맛집,팔로우,남포동,신림,청담맛집,강남,경리단길,대전,,"
"320,s.__.bin_e,인친,가로수길,연남동,피드,하트테러,이태원맛집,fashion,dailylook,맞팔,부산카페,대학생,선팔,첫줄반사,소통,fff,follow4like,좋아요반사,좋아요,ootd,aesthetic,강남맛집,홍대입구,서울,팔로우,신사역,일상,피드채우기,건대입구,likeforlikes,망리단길"
"321,jjeongi__kim on Inst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"322,yooonnnn,l4l,홍대,좋아요반사,ootd,광안리,동성로,dailylook,미용인,노원,이태원,inspiration,followforfollowback,instagood,followme,가로수길,f4f,술스타그램,첫줄반사,기장카페,건대입구,여행,청담동,뷰티,양산,likeforlikes,일상스타그램,소통,instadaily,선팔하면맞팔,스물"
"323,gagyoung_,동백꽃필무렵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"324,01.0i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"325,groomer_ek,자양동,애견미용,스파,김언니펫살롱,시츄,건대입구,풀코트,강아지미용,비숑,광진구애견미용,doggrooming,bichonfrise,애견샵,애견미용잘하는곳,poodle,건대애견미용,광진구,비숑미용,doggroomer,애견미용실,하이바,가위컷,미용맛집,푸들,자양동애견미용,포메,grooming,애견호텔,뚝섬유원지,maltese"
"326,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"327,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"328,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"329,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"330,kyongjin88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"331,Null,롤링파스타,건대맛집,아르무아,카페아르무아,19,건대,ㅇㅅ,카페,건대입구,고3,20,,,,,,,,,,,,,,,,,,,"
"332,s_y04_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"333,16_sun_mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"334,jungheelim92,맥주,건대맛집,소룡포,송화산시도삭면,도삭면,건대입구,먹스타그램,볶음밥,맥주스타그램,건대입구역,중국요리,술스타그램,가지튀김,건대,,,,,,,,,,,,,,,,"
"335,bluemoon_konkuk,소통,블루문앤코건대,유니섹스,불곰,블루문앤코_건대점,남자옷맛집,데일리,남자옷코디,패피,건대,쇼핑,패션,건대옷가게,팔로우,f4f,오오티디,옷스타그램,건대의류,건대남자옷가게,옷맛집,맞팔,건대입구,데일리룩,블루문앤코,,,,,,"
"336,pohang_xtcpub,포항,영일대해수욕장,논현,건대입구,영일대,대구,홍대,동성로,xtcpub,campmujuk,영일대칵테일,경주,포항핫플레이스,cocktail,광안리,포항클럽,삼산,불금,thuglife,구미,울산,보문,가로수길,해운대,부산,pohang,영일대술집,포항데이트,이태원,상무지구"
"337,yym_jhd,일요일,왁싱모델,모델급구,급구,건대입구,브라질리언모델,브라질리언왁싱,열두시,,,,,,,,,,,,,,,,,,,,,,"
"338,la_luvelle on Instag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"339,29rpm_ on Instagram:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"340,zz.___.in,jmt,훠궈,다음은,일상,건대맛집,뜨끈한국물,백탕,먹스타그램,맨날먹으러다님,또먹자,토마토탕,마라탕도전,추운날,??,맛있오,건대입구,홍탕,건대,훠궈무한리필,,,,,,,,,,,"
"341,__jeoong_,오랜만이야,동네,또보자,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"342,lo_vetla,98,유학준비,캐나다,99,건대입구,얼스타그램,대학생,유학생,셀스타,23,휴학생,강남,커먼그라운드,셀스타그램,인천,얼스타,인스타,인스타그램,21,서울,22,수원,건대,,,,,,,"
"343,7.22kgg on Instagra,가로수길,연희동,일상기록,데일리룩코디,일상,셀카,패션,이태원,건대입구,홍대입구,딩가케이크,셀스타그램,셀피,카페투어,카페추천,오,신상,협찬,옷스타,원피스,데일리,귀걸이,연남동카페,여성의류,데일리룩,녹사평역,신사동,패션스타그램,일상그램,"
"344,1126__line_sun,일상그램,맞팔로우,경리단길,선팔,ootd,우사단길,서면핫플,객리단길,해운대,남포동,맞팔,instadaily,서면,맞팔해요,광안리,좋아요반사,전주,일상스타그램,압구정맛집,대전맛집,좋반,instagood,전포카페거리,혁신도시맛집,건대입구,동성로맛집,selfie,이태원,삼산,"
"345,00_myo_jeong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"346,Null,미용인,겨울왕국2,카라멜팝콘,어린이대공원,건대입구,어린이대공원미용실,더부띠끄2호점,롯데시네마,라운지헤어,건대,일상,건대입구미용실,,,,,,,,,,,,,,,,,,"
"347,7.22kgg on Instagra,셀스타그램,신상,딩가케이크,셀피,연남동카페,여성의류,데일리,패션,가로수길,일상기록,협찬,패션스타그램,옷스타,귀걸이,셀카,오,연희동,데일리룩코디,데일리룩,일상그램,신사동,이태원,건대입구,녹사평역,카페추천,원피스,카페투어,홍대입구,일상,"
"348,meritz_kong,모든지행복해,잠실,구의,힐링,워킹,야경,좋음,메리츠화재,뚝썸,건대입구,보험,야경명소,메리츠,회복,긍정적생각,보험상담,서울,가족,긍정,건대,워킹홀리데이,뚝썸유원지,걷는게최고,,,,,,,"
"349,o_osmlche,대전,가로수길맛집,겨울네일,애월,해방촌,달맞이길,동성로맛집,홍대맛집,서면맛집,데싱디바,부산맛집,네일팁,네일,가을네일,이태원,홍대,일산,강남,건대입구,인조손톱,네일맛집,신림,경리단길,청담맛집,네일아트,수제네일팁,이태원맛집,객리단길,남포동,"
"350,kkkko_ok,강남,네일,대전,데싱디바,인조손톱,네일맛집,경리단길,청담맛집,애월,수제네일팁,부산맛집,객리단길,가을네일,이태원맛집,네일팁,달맞이길,남포동,nail_u_niiii,일산,해방촌,홍대맛집,신림,서면맛집,겨울네일,건대입구,홍대,동성로맛집,이태원,네일아트,가로수길맛집"
"351,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"352,doggylife_sulbbangs,김딱구,건대애견동반술집,견생술집,건대애견동반,애견,애견동반술집,술빵스,멍스타그램,강사모,데이트코스,럽스타그램,도그스타그램,개스타그램,daily,애견동반,데일리,애견카페,건대,건대맛집,애견술집,맛집,강아지,애견포차,댕댕이,광진구,건대술집,건대입구,반려견,첫줄,"
"353,lawyer_haru,아듀,야경,생일,건대입구,인친님들,2019,동생들,파티,더클래식500,올해,마무리,12월,송년회,,,,,,,,,,,,,,,,,"
"354,Null,건대맛집,インスタ映え,f4f,출근길,いいね返し,스낵카일,추워,다구워주심,편안,퇴근길,삼최몇,フォロバ,건대입구,아침,いいね,lfl,저녁뭐먹지,먹방인플루언서,food,3인분가능,like4likes,likeforlikes,영하9도,삼겹살,하남돼지집,ootd,フォロ?,,,"
"355,yejinn_96,숙취해소,알콜스타그램,숙취,술스타그램,숙취차단제,캐칭환,,,,,,,,,,,,,,,,,,,,,,,,"
"356,y_seooo_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"357,eunjung.hahm,건대입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"358,cockokonii,럽스타그램,부부,바오쯔,건대입구,건대입구맛집,육아맘,아들맘,데이트,부부스타그램,남편,,,,,,,,,,,,,,,,,,,,"
"359,dur_sla.a,일상스타그램,팔로우,좋아요,휴무끝,셀카,일상샷,셀피그램,셀피,일상,셀스타그램,건대입구,월요일,소통,출근,사가정,휴무,건대,일상그램,,,,,,,,,,,,"
"360,d_dxxii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"361,firstlee.woo_sun,과제,카페온더플랜,셀피,selfie,뷰티크리에이터,소통,데일리,건대입구,일상,셀카,건대,follow,셀스타그램,,,,,,,,,,,,,,,,,"
"362,ryu_522,건대입구역맛집,단골매장,건대데이트,건대핫플,건대술집,건대입구맛집,건대데이트코스,건대입구역,1992잔나비술집,건대입구,건대맛집,나만알고싶은맛집,1992잔나비,건대맛집추천,,,,,,,,,,,,,,,,"
"363,01.0i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"364,groomer_ek,광진구,자양동애견미용,강아지미용,애견미용잘하는곳,가위컷,시츄,비숑미용,maltese,애견미용실,자양동,풀코트,건대입구,스파,grooming,poodle,애견미용,미용맛집,광진구애견미용,김언니펫살롱,애견샵,푸들,건대애견미용,포메,doggrooming,하이바,비숑,애견호텔,뚝섬유원지,doggroomer,bichonfrise"
"365,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"366,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"367,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"368,gagyoung_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"369,kyongjin88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"370,Null,아르무아,카페,19,건대맛집,건대,ㅇㅅ,롤링파스타,20,카페아르무아,고3,건대입구,,,,,,,,,,,,,,,,,,,"
"371,s_y04_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"372,16_sun_mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"373,jungheelim92,먹스타그램,맥주,술스타그램,건대맛집,건대입구역,송화산시도삭면,가지튀김,소룡포,중국요리,맥주스타그램,건대입구,볶음밥,건대,도삭면,,,,,,,,,,,,,,,,"
"374,bluemoon_konkuk,건대,건대남자옷가게,옷스타그램,데일리룩,건대입구,블루문앤코,건대의류,옷맛집,패피,블루문앤코건대,불곰,소통,패션,블루문앤코_건대점,팔로우,남자옷맛집,오오티디,남자옷코디,건대옷가게,맞팔,데일리,f4f,유니섹스,쇼핑,,,,,,"
"375,pohang_xtcpub,동성로,pohang,xtcpub,대구,광안리,가로수길,cocktail,영일대술집,영일대,상무지구,부산,경주,campmujuk,포항핫플레이스,건대입구,영일대해수욕장,보문,불금,포항클럽,포항,포항데이트,홍대,해운대,thuglife,삼산,울산,논현,이태원,영일대칵테일,구미"
"376,yym_jhd,열두시,급구,왁싱모델,브라질리언모델,모델급구,건대입구,일요일,브라질리언왁싱,,,,,,,,,,,,,,,,,,,,,,"
"377,la_luvelle on Instag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"378,29rpm_ on Instagram:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"379,zz.___.in,먹스타그램,건대맛집,건대입구,맨날먹으러다님,뜨끈한국물,??,추운날,백탕,토마토탕,jmt,건대,또먹자,훠궈무한리필,일상,홍탕,다음은,마라탕도전,맛있오,훠궈,,,,,,,,,,,"
"380,__jeoong_,오랜만이야,또보자,동네,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"381,lo_vetla,98,얼스타그램,22,얼스타,대학생,인스타그램,강남,인스타,21,커먼그라운드,23,셀스타그램,캐나다,유학생,셀스타,수원,건대입구,건대,서울,인천,휴학생,유학준비,99,,,,,,,"
"382,7.22kgg on Instagra,가로수길,딩가케이크,연희동,녹사평역,여성의류,이태원,연남동카페,신상,건대입구,협찬,데일리룩,귀걸이,오,홍대입구,일상그램,일상기록,셀피,옷스타,원피스,패션,카페투어,패션스타그램,셀카,데일리룩코디,데일리,셀스타그램,신사동,카페추천,일상,"
"383,1126__line_sun,남포동,혁신도시맛집,맞팔해요,이태원,instagood,삼산,서면핫플,우사단길,selfie,광안리,전포카페거리,객리단길,좋아요반사,instadaily,좋반,맞팔,해운대,전주,일상그램,동성로맛집,경리단길,맞팔로우,ootd,일상스타그램,선팔,서면,대전맛집,건대입구,압구정맛집,"
"384,00_myo_jeong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"385,Null,더부띠끄2호점,건대입구미용실,롯데시네마,카라멜팝콘,어린이대공원미용실,라운지헤어,일상,미용인,겨울왕국2,건대,건대입구,어린이대공원,,,,,,,,,,,,,,,,,,"
"386,7.22kgg on Instagra,데일리룩,옷스타,일상기록,원피스,셀스타그램,건대입구,신상,여성의류,연남동카페,데일리,카페투어,가로수길,귀걸이,홍대입구,녹사평역,일상,일상그램,셀피,오,이태원,딩가케이크,패션,협찬,신사동,셀카,카페추천,연희동,데일리룩코디,패션스타그램,"
"387,meritz_kong,잠실,걷는게최고,워킹,보험,뚝썸유원지,회복,서울,보험상담,메리츠화재,야경명소,건대입구,구의,뚝썸,긍정적생각,야경,모든지행복해,좋음,긍정,가족,힐링,메리츠,워킹홀리데이,건대,,,,,,,"
"388,o_osmlche,홍대맛집,수제네일팁,일산,청담맛집,남포동,경리단길,신림,부산맛집,겨울네일,건대입구,달맞이길,네일맛집,객리단길,이태원맛집,대전,서면맛집,네일팁,강남,가로수길맛집,인조손톱,홍대,데싱디바,해방촌,가을네일,이태원,네일,동성로맛집,애월,네일아트,"
"389,kkkko_ok,가을네일,겨울네일,홍대맛집,건대입구,네일팁,수제네일팁,부산맛집,네일,동성로맛집,신림,nail_u_niiii,서면맛집,남포동,청담맛집,가로수길맛집,애월,이태원,강남,인조손톱,네일맛집,홍대,경리단길,데싱디바,달맞이길,해방촌,대전,네일아트,일산,이태원맛집,객리단길"
"390,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"391,doggylife_sulbbangs,건대입구,daily,건대술집,첫줄,데일리,건대애견동반술집,강아지,광진구,강사모,견생술집,데이트코스,맛집,럽스타그램,건대맛집,술빵스,애견카페,애견술집,애견동반술집,김딱구,건대애견동반,멍스타그램,애견,댕댕이,반려견,도그스타그램,애견포차,건대,개스타그램,애견동반,"
"392,lawyer_haru,건대입구,2019,송년회,마무리,동생들,올해,인친님들,아듀,더클래식500,야경,생일,파티,12월,,,,,,,,,,,,,,,,,"
"393,__o__oi,경주,포항,cocktail,건대입구,부산,영일대,홍대,삼산,포항핫플레이스,thuglife,포항데이트,해운대,광안리,울산,xtcpub,상무지구,영일대해수욕장,동성로,이태원,포항클럽,영일대칵테일,보문,가로수길,구미,campmujuk,대구,논현,영일대술집,pohang,불금"
"394,ssongjiyam,일반인,오디션정보,2차예선,kpop,길거리오디션,스타킹,히든싱어,목소리오디션,조홍경,건대,보컬오디션,가수지망생,최고의,보이스코리아,슈퍼스타k,예선,대국민오디션,청춘뜨락야외공연장,건대입구,오디션,조홍경의마스크,보컬트레이너,전직가수,누구나참여가능,,,,,,"
"395,clubface___1,헌팅술집,훈남,헌팅,오늘의훈녀,행사,페이스,훈녀,놀기,공연스타그램,오늘의훈남,건대맛집,건대,건대술집,힐링장소,이벤트,축제,축제스타그램,플렉스,건대핫플,콘서트,공연,건대카페,건대입구,,,,,,,"
"396,clubface___1,건대핫플,헌팅,플렉스,헌팅술집,힐링장소,놀기,오늘의훈녀,건대입구,훈남,공연,건대,축제스타그램,페이스,축제,이벤트,훈녀,건대술집,건대맛집,건대카페,콘서트,오늘의훈남,공연스타그램,행사,,,,,,,"
"397,env_k_01,셀스타그램,코엑스스타필드,존예,여의도,코엑스,코엑스별마당도서관,한강공원,추워서,여의나루한강공원,먹거리장터,코엑스몰,맞팔해요,힘들어,셀피,건대입구,좋반,고3공스타그램,,,,,,,,,,,,,"
